campanha,servico,plataforma,inicio,fim,investimento,cliques,impressoes,ctr,leads,cpl,conversoes,cpa,receita,roi,automacoes_executadas,posts_publicados,engajamento
Anúncio Institucional - TikTok,Automações,TikTok Ads,2023-09-23,2023-11-10,7354.23,6517,205997,3.16,301,24.43,253,29.07,305893.54,4059.42,36,0,0.0
Remarketing - Google,Design,Google Ads,2025-06-26,2025-08-23,604.45,33736,192425,17.53,265,2.28,250,2.42,47903.76,7825.18,0,0,4.09
Campanha de Engajamento - TikTok,Copywriting,TikTok Ads,2024-07-27,2024-08-29,6403.22,40453,232639,17.39,19579,0.33,4779,1.34,7959746.52,124208.5,0,0,7.87
Captação de Leads - Instagram,Automações,Instagram Ads,2024-03-27,2024-04-25,2762.23,17443,106364,16.4,4720,0.59,3868,0.71,5013386.01,181397.78,16,0,0.0
Captação de Leads - Facebook,Automações,Facebook Ads,2024-02-10,2024-03-15,1907.17,90149,471370,19.12,36464,0.05,22144,0.09,5195462.61,272317.38,17,0,0.0
Remarketing - Email,Social Media,Email Marketing,2024-09-17,2024-10-28,390.2,63199,381828,16.55,4250,0.09,102,3.83,170429.33,43577.43,0,25,7.46
Anúncio Institucional - TikTok,Social Media,TikTok Ads,2024-09-01,2024-09-18,8691.33,15524,177129,8.76,4708,1.85,2558,3.4,4931931.1,56645.41,0,27,0.77
Captação de Leads - TikTok,Automações,TikTok Ads,2024-09-12,2024-09-19,7068.44,27284,430305,6.34,156,45.31,55,128.52,34622.74,389.82,50,0,0.0
Remarketing - Google,Copywriting,Google Ads,2024-02-15,2024-04-01,7687.91,11629,154356,7.53,2224,3.46,1368,5.62,2030185.2,26307.5,0,0,5.25
Natal Antecipado - Email,Design,Email Marketing,2024-01-26,2024-02-23,7572.94,2679,28571,9.38,522,14.51,276,27.44,183255.59,2319.87,0,0,13.7
Campanha de Conversão - Email,Tráfego Pago,Email Marketing,2023-09-06,2023-10-10,9815.39,17059,87530,19.49,891,11.02,406,24.18,765581.96,7699.81,0,0,0.0
Remarketing - TikTok,Social Media,TikTok Ads,2025-02-05,2025-03-08,3730.76,1181,7276,16.23,97,38.46,63,59.22,112428.33,2913.55,0,1,11.14
Lançamento Produto - Google,Copywriting,Google Ads,2025-02-16,2025-03-08,8288.6,6495,52115,12.46,2392,3.47,2242,3.7,1674359.24,20100.75,0,0,2.58
Anúncio Institucional - Facebook,Tráfego Pago,Facebook Ads,2025-03-31,2025-05-15,8132.86,41231,301877,13.66,12328,0.66,4557,1.78,5426992.81,66629.2,0,0,0.0
Campanha de Conversão - Email,Social Media,Email Marketing,2024-10-28,2024-12-04,5909.26,27011,339121,7.97,12159,0.49,8435,0.7,1258105.05,21190.4,0,27,3.33
Campanha de Engajamento - Email,Tráfego Pago,Email Marketing,2025-04-30,2025-06-21,3969.96,52019,353565,14.71,11033,0.36,4296,0.92,8540763.59,215034.75,0,0,0.0
Campanha de Engajamento - Facebook,Design,Facebook Ads,2025-01-16,2025-03-03,7688.46,5152,363990,1.42,133,57.81,13,591.42,8070.91,4.97,0,0,11.75
Promoção Verão - Email,Automações,Email Marketing,2023-12-15,2023-12-29,470.38,18920,395266,4.79,8674,0.05,3357,0.14,6560777.75,1394682.46,18,0,0.0
Captação de Leads - Facebook,Design,Facebook Ads,2024-11-07,2024-12-09,7175.27,29176,462963,6.3,5387,1.33,524,13.69,672000.79,9265.51,0,0,5.69
Campanha de Conversão - Email,Design,Email Marketing,2024-11-01,2024-11-29,5476.67,44431,345344,12.87,3468,1.58,777,7.05,1483160.35,26981.43,0,0,8.85
Natal Antecipado - Instagram,Automações,Instagram Ads,2023-05-02,2023-05-26,3752.77,33229,384615,8.64,13791,0.27,1940,1.93,3420820.89,91054.56,0,0,0.0
Campanha de Engajamento - Facebook,Tráfego Pago,Facebook Ads,2024-07-17,2024-08-24,1470.18,39956,223768,17.86,1728,0.85,615,2.39,1219847.66,82872.67,0,0,0.0
